修正方針カテゴリ,修正方針本文,機械判定,マッチstep1行,マッチstep1 ID,Claudeリスク評価,Claudeコメント,最終判定
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:124,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:124,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:124,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:124,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:124,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:124,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:124,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:124,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:124,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:124,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:124,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:125,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:125,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:125,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:125,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:125,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:125,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:125,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:125,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:125,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:125,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:126,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:126,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:126,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:126,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:126,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,選択肢/追加/鉄筋材料規格・径,質問No:126,,,-
選択肢,(step1側のみ/カバー済) 賃料補正選択方法,diff_only_カバー済,選択肢/追加/賃料補正選択方法,質問No:153,,,-
選択肢,(step1側のみ/カバー済) 賃料補正選択方法,diff_only_カバー済,選択肢/追加/賃料補正選択方法,質問No:153,,,-
選択肢,(step1側のみ/カバー済) 賃料補正選択方法,diff_only_カバー済,選択肢/追加/賃料補正選択方法,質問No:153,,,-
選択肢,(step1側のみ/カバー済) 賃料補正選択方法,diff_only_カバー済,選択肢/追加/賃料補正選択方法,質問No:153,,,-
選択肢,(step1側のみ/カバー済) 賃料補正選択方法,diff_only_カバー済,選択肢/追加/賃料補正選択方法,質問No:153,,,-
選択肢,(step1側のみ/カバー済) クレーン賃料施工条件,diff_only_カバー済,選択肢/追加/クレーン賃料施工条件,質問No:154,,,-
選択肢,(step1側のみ/カバー済) クレーン賃料施工条件,diff_only_カバー済,選択肢/追加/クレーン賃料施工条件,質問No:154,,,-
選択肢,(step1側のみ/カバー済) クレーン賃料施工条件,diff_only_カバー済,選択肢/追加/クレーン賃料施工条件,質問No:154,,,-
選択肢,(step1側のみ/カバー済) クレーン賃料施工条件,diff_only_カバー済,選択肢/追加/クレーン賃料施工条件,質問No:154,,,-
選択肢,(step1側のみ/カバー済) クレーン賃料施工条件,diff_only_カバー済,選択肢/追加/クレーン賃料施工条件,質問No:154,,,-
選択肢,(step1側のみ/カバー済) クレーン賃料施工条件,diff_only_カバー済,選択肢/追加/クレーン賃料施工条件,質問No:154,,,-
選択肢,(step1側のみ/ノイズ) L~CK=25,diff_only_ノイズ,選択肢/追加/L~CK=25,質問No:159,,,-
選択肢,(step1側のみ/ノイズ) L~CK=25,diff_only_ノイズ,選択肢/追加/L~CK=25,質問No:159,,,-
選択肢,(step1側のみ/ノイズ) L~CK=25,diff_only_ノイズ,選択肢/追加/L~CK=25,質問No:159,,,-
選択肢,(step1側のみ/ノイズ) L~CK=25,diff_only_ノイズ,選択肢/追加/L~CK=25,質問No:159,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,選択肢/削除/鉄筋材料区分,質問No:170,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,選択肢/削除/鉄筋材料区分,質問No:170,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,選択肢/削除/鉄筋材料区分,質問No:170,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,選択肢/削除/鉄筋材料区分,質問No:170,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,選択肢/削除/鉄筋材料区分,質問No:171,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,選択肢/削除/鉄筋材料区分,質問No:171,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,選択肢/削除/鉄筋材料区分,質問No:171,,,-
選択肢,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,選択肢/削除/鉄筋材料区分,質問No:171,,,-
フロー,(step1側のみ/要確認(未解釈)) クレーン賃料施工条件,diff_only_要確認(未解釈),フロー/変更/クレーン賃料施工条件,BoxNo:1,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:2,diff_only_要確認(未解釈),フロー/変更/BoxNo:2,BoxNo:2,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:3,diff_only_要確認(未解釈),フロー/変更/BoxNo:3,BoxNo:3,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:4,diff_only_要確認(未解釈),フロー/変更/BoxNo:4,BoxNo:4,,,-
フロー,(step1側のみ/ノイズ) クレーン賃料補正係数,diff_only_ノイズ,フロー/変更/クレーン賃料補正係数,BoxNo:5,,,-
フロー,(step1側のみ/ノイズ) 終点,diff_only_ノイズ,フロー/変更/終点,BoxNo:6,,,-
フロー,(step1側のみ/ノイズ) L~N=0,diff_only_ノイズ,フロー/変更/L~N=0,BoxNo:7,,,-
フロー,(step1側のみ/ノイズ) L~α=1,diff_only_ノイズ,フロー/変更/L~α=1,BoxNo:8,,,-
フロー,(step1側のみ/ノイズ) 終点,diff_only_ノイズ,フロー/変更/終点,BoxNo:9,,,-
フロー,(step1側のみ/ノイズ) 補正値入力動作区分,diff_only_ノイズ,フロー/変更/補正値入力動作区分,BoxNo:16,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:19,diff_only_要確認(未解釈),フロー/変更/BoxNo:19,BoxNo:19,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:21,diff_only_要確認(未解釈),フロー/変更/BoxNo:21,BoxNo:21,,,-
フロー,(step1側のみ/カバー済) 省庁分岐,diff_only_カバー済,フロー/変更/省庁分岐,BoxNo:22,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:23,diff_only_要確認(未解釈),フロー/変更/BoxNo:23,BoxNo:23,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:24,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:25,diff_only_要確認(未解釈),フロー/変更/BoxNo:25,BoxNo:25,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:26,diff_only_要確認(未解釈),フロー/変更/BoxNo:26,BoxNo:26,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,フロー/変更/鉄筋材料規格・径,BoxNo:28,,,-
フロー,(step1側のみ/カバー済) 省庁分岐,diff_only_カバー済,フロー/変更/省庁分岐,BoxNo:35,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:36,diff_only_要確認(未解釈),フロー/変更/BoxNo:36,BoxNo:36,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:57,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:61,diff_only_要確認(未解釈),フロー/変更/BoxNo:61,BoxNo:61,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:64,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:66,diff_only_要確認(未解釈),フロー/変更/BoxNo:66,BoxNo:66,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:67,diff_only_要確認(未解釈),フロー/変更/BoxNo:67,BoxNo:67,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:68,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:70,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:72,diff_only_要確認(未解釈),フロー/変更/BoxNo:72,BoxNo:72,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:74,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:77,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:79,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:81,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:83,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:84,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:85,diff_only_要確認(未解釈),フロー/変更/BoxNo:85,BoxNo:85,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:95,diff_only_要確認(未解釈),フロー/変更/BoxNo:95,BoxNo:95,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:96,diff_only_要確認(未解釈),フロー/変更/BoxNo:96,BoxNo:96,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:97,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:99,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:101,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:103,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:106,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:108,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:111,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:113,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:115,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:117,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:119,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:121,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:123,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:125,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:127,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:129,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:131,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:133,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,フロー/変更/鉄筋材料規格・径,BoxNo:135,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:136,diff_only_要確認(未解釈),フロー/変更/BoxNo:136,BoxNo:136,,,-
フロー,(step1側のみ/カバー済) 省庁分岐,diff_only_カバー済,フロー/変更/省庁分岐,BoxNo:137,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:138,diff_only_要確認(未解釈),フロー/変更/BoxNo:138,BoxNo:138,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:139,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:141,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:143,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:145,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:147,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:149,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:151,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:153,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,フロー/変更/鉄筋材料規格・径,BoxNo:158,,,-
フロー,(step1側のみ/カバー済) 省庁分岐,diff_only_カバー済,フロー/変更/省庁分岐,BoxNo:159,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:160,diff_only_要確認(未解釈),フロー/変更/BoxNo:160,BoxNo:160,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:161,diff_only_要確認(未解釈),フロー/変更/BoxNo:161,BoxNo:161,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:163,diff_only_要確認(未解釈),フロー/変更/BoxNo:163,BoxNo:163,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:164,,,-
フロー,(step1側のみ/カバー済) 省庁分岐,diff_only_カバー済,フロー/変更/省庁分岐,BoxNo:167,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:168,diff_only_要確認(未解釈),フロー/変更/BoxNo:168,BoxNo:168,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:169,diff_only_要確認(未解釈),フロー/変更/BoxNo:169,BoxNo:169,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:170,diff_only_要確認(未解釈),フロー/変更/BoxNo:170,BoxNo:170,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,フロー/変更/鉄筋材料規格・径,BoxNo:171,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:172,diff_only_要確認(未解釈),フロー/変更/BoxNo:172,BoxNo:172,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:173,diff_only_要確認(未解釈),フロー/変更/BoxNo:173,BoxNo:173,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:174,diff_only_要確認(未解釈),フロー/変更/BoxNo:174,BoxNo:174,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:175,diff_only_要確認(未解釈),フロー/変更/BoxNo:175,BoxNo:175,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:176,diff_only_要確認(未解釈),フロー/変更/BoxNo:176,BoxNo:176,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:177,diff_only_要確認(未解釈),フロー/変更/BoxNo:177,BoxNo:177,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:180,diff_only_要確認(未解釈),フロー/変更/BoxNo:180,BoxNo:180,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:181,diff_only_要確認(未解釈),フロー/変更/BoxNo:181,BoxNo:181,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,フロー/変更/鉄筋材料規格・径,BoxNo:189,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:193,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料区分,diff_only_ノイズ,フロー/変更/鉄筋材料区分,BoxNo:196,,,-
フロー,(step1側のみ/ノイズ) 終点,diff_only_ノイズ,フロー/変更/終点,BoxNo:200,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,フロー/変更/鉄筋材料規格・径,BoxNo:210,,,-
フロー,(step1側のみ/カバー済) 省庁分岐,diff_only_カバー済,フロー/追加/省庁分岐,BoxNo:88,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:89,diff_only_要確認(未解釈),フロー/追加/BoxNo:89,BoxNo:89,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:90,diff_only_要確認(未解釈),フロー/追加/BoxNo:90,BoxNo:90,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:91,diff_only_要確認(未解釈),フロー/追加/BoxNo:91,BoxNo:91,,,-
フロー,(step1側のみ/ノイズ) 鉄筋材料規格・径,diff_only_ノイズ,フロー/追加/鉄筋材料規格・径,BoxNo:92,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:203,diff_only_要確認(未解釈),フロー/追加/BoxNo:203,BoxNo:203,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:204,diff_only_要確認(未解釈),フロー/追加/BoxNo:204,BoxNo:204,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:205,diff_only_要確認(未解釈),フロー/追加/BoxNo:205,BoxNo:205,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:207,diff_only_要確認(未解釈),フロー/追加/BoxNo:207,BoxNo:207,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:208,diff_only_要確認(未解釈),フロー/追加/BoxNo:208,BoxNo:208,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:212,diff_only_要確認(未解釈),フロー/追加/BoxNo:212,BoxNo:212,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:214,diff_only_要確認(未解釈),フロー/追加/BoxNo:214,BoxNo:214,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:215,diff_only_要確認(未解釈),フロー/追加/BoxNo:215,BoxNo:215,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:178,diff_only_要確認(未解釈),フロー/削除/BoxNo:178,BoxNo:178,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:179,diff_only_要確認(未解釈),フロー/削除/BoxNo:179,BoxNo:179,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:182,diff_only_要確認(未解釈),フロー/削除/BoxNo:182,BoxNo:182,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:183,diff_only_要確認(未解釈),フロー/削除/BoxNo:183,BoxNo:183,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:184,diff_only_要確認(未解釈),フロー/削除/BoxNo:184,BoxNo:184,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:185,diff_only_要確認(未解釈),フロー/削除/BoxNo:185,BoxNo:185,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:186,diff_only_要確認(未解釈),フロー/削除/BoxNo:186,BoxNo:186,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:187,diff_only_要確認(未解釈),フロー/削除/BoxNo:187,BoxNo:187,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:190,diff_only_要確認(未解釈),フロー/削除/BoxNo:190,BoxNo:190,,,-
フロー,(step1側のみ/要確認(未解釈)) BoxNo:209,diff_only_要確認(未解釈),フロー/削除/BoxNo:209,BoxNo:209,,,-
---,---,---,---,---,---,---,---
【機械評価】,修正方針項目: 17件,完全マッチ: 5,部分マッチ: 9,未マッチ: 3,,,緩和一致率: 82%
【Claudeリスク評価】,,,妥当: 0,軽微: 0,重大: 0,未評価: 3,
【最終判定】,,,,,,,最終一致率: 82%
【最終結論】,[要確認] 不足側Claude未評価3件 / 過剰側Claude未解釈54件,,,,,,
【step1側のみ(過剰)】,合計: 362,要確認候補: 54,ノイズ: 277,カバー済: 31,,,
【過剰のClaude解釈】,,,妥当: 0,軽微: 0,重大: 0,未解釈: 54,
